problem_id,iteration,dataset,status,passed_tests,failed_tests,timeout_tests,total_tests
test,67,mbpp,Failed,0,0,0,0
test,68,mbpp,Failed,0,0,0,0
test,69,mbpp,Failed,0,0,0,0
test,70,mbpp,Failed,0,0,0,0
test,71,mbpp,Failed,0,0,0,0
test,72,mbpp,Failed,0,0,0,0
test,73,mbpp,Failed,0,0,0,0
test,74,mbpp,Failed,0,0,0,0
test,75,mbpp,Failed,0,0,0,0
test,76,mbpp,Failed,0,0,0,0
test,77,mbpp,Failed,0,0,0,0
test,78,mbpp,Failed,0,0,0,0
test,79,mbpp,Failed,0,0,0,0
test,80,mbpp,Failed,0,0,0,0
test,81,mbpp,Failed,0,0,0,0
test,82,mbpp,Failed,0,0,0,0
test,83,mbpp,Failed,0,0,0,0
test,84,mbpp,Failed,0,0,0,0
test,85,mbpp,Failed,0,0,0,0
test,86,mbpp,Failed,0,0,0,0
test,87,mbpp,Failed,0,0,0,0
test,88,mbpp,Failed,0,0,0,0
test,89,mbpp,Failed,0,0,0,0
test,90,mbpp,Failed,0,0,0,0
test,91,mbpp,Failed,0,0,0,0
test,92,mbpp,Failed,0,0,0,0
test,93,mbpp,Failed,0,0,0,0
test,94,mbpp,Failed,0,0,0,0
test,95,mbpp,Failed,0,0,0,0
test,96,mbpp,Failed,0,0,0,0
test,97,mbpp,Failed,0,0,0,0
test,98,mbpp,Failed,0,0,0,0
test,99,mbpp,Failed,0,0,0,0
test,100,mbpp,Failed,0,0,0,0
test,101,mbpp,Failed,0,0,0,0
test,102,mbpp,Failed,0,0,0,0
test,103,mbpp,Failed,0,0,0,0
test,104,mbpp,Failed,0,0,0,0
test,105,mbpp,Failed,0,0,0,0
test,106,mbpp,Failed,0,0,0,0
test,107,mbpp,Failed,0,0,0,0
test,108,mbpp,Failed,0,0,0,0
test,109,mbpp,Failed,0,0,0,0
test,110,mbpp,Failed,0,0,0,0
raw,0,humaneval,Failed,0,0,0,0
raw,1,humaneval,Failed,0,0,0,0
raw,2,humaneval,Failed,0,0,0,0
raw,3,humaneval,Failed,0,0,0,0
raw,4,humaneval,Failed,0,0,0,0
raw,5,humaneval,Failed,0,0,0,0
raw,6,humaneval,Failed,0,0,0,0
raw,7,humaneval,Failed,0,0,0,0
raw,8,humaneval,Failed,0,0,0,0
raw,9,humaneval,Failed,0,0,0,0
raw,10,humaneval,Failed,0,0,0,0
raw,11,humaneval,Failed,0,0,0,0
raw,12,humaneval,Failed,0,0,0,0
raw,13,humaneval,Failed,0,0,0,0
raw,14,humaneval,Failed,0,0,0,0
raw,15,humaneval,Failed,0,0,0,0
raw,16,humaneval,Failed,0,0,0,0
raw,17,humaneval,Failed,0,0,0,0
raw,18,humaneval,Failed,0,0,0,0
raw,19,humaneval,Failed,0,0,0,0
raw,20,humaneval,Failed,0,0,0,0
raw,21,humaneval,Failed,0,0,0,0
raw,22,humaneval,Failed,0,0,0,0
raw,23,humaneval,Failed,0,0,0,0
raw,24,humaneval,Failed,0,0,0,0
raw,25,humaneval,Failed,0,0,0,0
raw,26,humaneval,Failed,0,0,0,0
raw,27,humaneval,Failed,0,0,0,0
raw,28,humaneval,Failed,0,0,0,0
raw,29,humaneval,Failed,0,0,0,0
raw,30,humaneval,Failed,0,0,0,0
raw,31,humaneval,Failed,0,0,0,0
raw,32,humaneval,Failed,0,0,0,0
raw,33,humaneval,Failed,0,0,0,0
raw,34,humaneval,Failed,0,0,0,0
raw,35,humaneval,Failed,0,0,0,0
raw,36,humaneval,Failed,0,0,0,0
raw,37,humaneval,Failed,0,0,0,0
raw,38,humaneval,Failed,0,0,0,0
raw,39,humaneval,Failed,0,0,0,0
raw,40,humaneval,Failed,0,0,0,0
raw,41,humaneval,Failed,0,0,0,0
raw,42,humaneval,Failed,0,0,0,0
raw,43,humaneval,Failed,0,0,0,0
raw,44,humaneval,Failed,0,0,0,0
raw,45,humaneval,Failed,0,0,0,0
raw,46,humaneval,Failed,0,0,0,0
raw,47,humaneval,Failed,0,0,0,0
raw,48,humaneval,Failed,0,0,0,0
raw,49,humaneval,Failed,0,0,0,0
raw,50,humaneval,Failed,0,0,0,0
raw,51,humaneval,Failed,0,0,0,0
raw,52,humaneval,Failed,0,0,0,0
raw,53,humaneval,Failed,0,0,0,0
raw,54,humaneval,Failed,0,0,0,0
raw,55,humaneval,Failed,0,0,0,0
raw,56,humaneval,Failed,0,0,0,0
raw,57,humaneval,Failed,0,0,0,0
raw,58,humaneval,Failed,0,0,0,0
raw,59,humaneval,Failed,0,0,0,0
raw,60,humaneval,Failed,0,0,0,0
raw,61,humaneval,Failed,0,0,0,0
raw,62,humaneval,Failed,0,0,0,0
raw,63,humaneval,Failed,0,0,0,0
raw,64,humaneval,Failed,0,0,0,0
raw,65,humaneval,Failed,0,0,0,0
raw,66,humaneval,Failed,0,0,0,0
raw,67,humaneval,Failed,0,0,0,0
raw,68,humaneval,Failed,0,0,0,0
raw,69,humaneval,Failed,0,0,0,0
raw,70,humaneval,Failed,0,0,0,0
raw,71,humaneval,Failed,0,0,0,0
raw,72,humaneval,Failed,0,0,0,0
raw,73,humaneval,Failed,0,0,0,0
raw,74,humaneval,Failed,0,0,0,0
raw,75,humaneval,Failed,0,0,0,0
raw,76,humaneval,Failed,0,0,0,0
raw,77,humaneval,Failed,0,0,0,0
raw,78,humaneval,Failed,0,0,0,0
raw,79,humaneval,Failed,0,0,0,0
raw,80,humaneval,Failed,0,0,0,0
raw,81,humaneval,Failed,0,0,0,0
raw,82,humaneval,Failed,0,0,0,0
raw,83,humaneval,Failed,0,0,0,0
raw,84,humaneval,Failed,0,0,0,0
raw,85,humaneval,Failed,0,0,0,0
raw,86,humaneval,Failed,0,0,0,0
raw,87,humaneval,Failed,0,0,0,0
raw,88,humaneval,Failed,0,0,0,0
raw,89,humaneval,Failed,0,0,0,0
raw,90,humaneval,Failed,0,0,0,0
raw,91,humaneval,Failed,0,0,0,0
raw,92,humaneval,Failed,0,0,0,0
raw,93,humaneval,Failed,0,0,0,0
raw,94,humaneval,Failed,0,0,0,0
raw,95,humaneval,Failed,0,0,0,0
raw,96,humaneval,Failed,0,0,0,0
raw,97,humaneval,Failed,0,0,0,0
raw,98,humaneval,Failed,0,0,0,0
raw,99,humaneval,Failed,0,0,0,0
raw,100,humaneval,Failed,0,0,0,0
raw,101,humaneval,Failed,0,0,0,0
raw,102,humaneval,Failed,0,0,0,0
raw,103,humaneval,Failed,0,0,0,0
raw,104,humaneval,Failed,0,0,0,0
raw,105,humaneval,Failed,0,0,0,0
raw,106,humaneval,Failed,0,0,0,0
raw,107,humaneval,Failed,0,0,0,0
raw,108,humaneval,Failed,0,0,0,0
raw,109,humaneval,Failed,0,0,0,0
raw,110,humaneval,Failed,0,0,0,0
raw,111,humaneval,Failed,0,0,0,0
raw,112,humaneval,Failed,0,0,0,0
raw,113,humaneval,Failed,0,0,0,0
raw,114,humaneval,Failed,0,0,0,0
raw,115,humaneval,Failed,0,0,0,0
raw,116,humaneval,Failed,0,0,0,0
raw,117,humaneval,Failed,0,0,0,0
raw,118,humaneval,Failed,0,0,0,0
raw,119,humaneval,Failed,0,0,0,0
raw,120,humaneval,Failed,0,0,0,0
raw,121,humaneval,Failed,0,0,0,0
raw,122,humaneval,Failed,0,0,0,0
raw,123,humaneval,Failed,0,0,0,0
raw,124,humaneval,Failed,0,0,0,0
raw,125,humaneval,Failed,0,0,0,0
raw,126,humaneval,Failed,0,0,0,0
raw,127,humaneval,Failed,0,0,0,0
raw,128,humaneval,Failed,0,0,0,0
raw,129,humaneval,Failed,0,0,0,0
raw,130,humaneval,Failed,0,0,0,0
raw,131,humaneval,Failed,0,0,0,0
raw,132,humaneval,Failed,0,0,0,0
raw,133,humaneval,Failed,0,0,0,0
raw,134,humaneval,Failed,0,0,0,0
test,0,codecontest,Failed,0,0,0,0
test,1,codecontest,Failed,0,0,0,0
test,2,codecontest,Failed,0,0,0,0
test,3,codecontest,Failed,0,0,0,0
test,4,codecontest,Failed,0,0,0,0
test,5,codecontest,Failed,0,0,0,0
test,6,codecontest,Failed,0,0,0,0
test,7,codecontest,Failed,0,0,0,0
test,8,codecontest,Failed,0,0,0,0
test,9,codecontest,Failed,0,0,0,0
test,10,codecontest,Failed,0,0,0,0
test,11,codecontest,Failed,0,0,0,0
test,12,codecontest,Failed,0,0,0,0
test,13,codecontest,Failed,0,0,0,0
test,14,codecontest,Failed,0,0,0,0
test,15,codecontest,Failed,0,0,0,0
test,16,codecontest,Failed,0,0,0,0
test,17,codecontest,Failed,0,0,0,0
test,18,codecontest,Failed,0,0,0,0
test,19,codecontest,Failed,0,0,0,0
test,20,codecontest,Failed,0,0,0,0
test,21,codecontest,Failed,0,0,0,0
test,22,codecontest,Failed,0,0,0,0
test,23,codecontest,Failed,0,0,0,0
test,24,codecontest,Failed,0,0,0,0
test,25,codecontest,Failed,0,0,0,0
test,26,codecontest,Failed,0,0,0,0
test,27,codecontest,Failed,0,0,0,0
test,28,codecontest,Failed,0,0,0,0
test,29,codecontest,Failed,0,0,0,0
test,30,codecontest,Failed,0,0,0,0
test,31,codecontest,Failed,0,0,0,0
test,32,codecontest,Failed,0,0,0,0
test,33,codecontest,Failed,0,0,0,0
test,34,codecontest,Failed,0,0,0,0
test,35,codecontest,Failed,0,0,0,0
test,36,codecontest,Failed,0,0,0,0
test,37,codecontest,Failed,0,0,0,0
test,38,codecontest,Failed,0,0,0,0
test,39,codecontest,Failed,0,0,0,0
test,40,codecontest,Failed,0,0,0,0
test,41,codecontest,Failed,0,0,0,0
test,42,codecontest,Failed,0,0,0,0
test,43,codecontest,Failed,0,0,0,0
test,44,codecontest,Failed,0,0,0,0
test,45,codecontest,Failed,0,0,0,0
test,46,codecontest,Failed,0,0,0,0
test,47,codecontest,Failed,0,0,0,0
test,48,codecontest,Failed,0,0,0,0
test,49,codecontest,Failed,0,0,0,0
test,50,codecontest,Failed,0,0,0,0
test,51,codecontest,Failed,0,0,0,0
test,52,codecontest,Failed,0,0,0,0
test,53,codecontest,Failed,0,0,0,0
test,54,codecontest,Failed,0,0,0,0
test,55,codecontest,Failed,0,0,0,0
test,56,codecontest,Failed,0,0,0,0
test,57,codecontest,Failed,0,0,0,0
test,58,codecontest,Failed,0,0,0,0
test,59,codecontest,Failed,0,0,0,0
test,60,codecontest,Failed,0,0,0,0
test,61,codecontest,Failed,0,0,0,0
test,62,codecontest,Failed,0,0,0,0
test,63,codecontest,Failed,0,0,0,0
test,64,codecontest,Failed,0,0,0,0
test,65,codecontest,Failed,0,0,0,0
test,66,codecontest,Failed,0,0,0,0
test,67,codecontest,Failed,0,0,0,0
test,68,codecontest,Failed,0,0,0,0
test,69,codecontest,Failed,0,0,0,0
test,70,codecontest,Failed,0,0,0,0
test,71,codecontest,Failed,0,0,0,0
test,72,codecontest,Failed,0,0,0,0
test,73,codecontest,Failed,0,0,0,0
test,74,codecontest,Failed,0,0,0,0
test,75,codecontest,Failed,0,0,0,0
test,76,codecontest,Failed,0,0,0,0
test,77,codecontest,Failed,0,0,0,0
test,78,codecontest,Failed,0,0,0,0
test,79,codecontest,Failed,0,0,0,0
test,80,codecontest,Failed,0,0,0,0
test,81,codecontest,Failed,0,0,0,0
test,82,codecontest,Failed,0,0,0,0
test,83,codecontest,Failed,0,0,0,0
test,84,codecontest,Failed,0,0,0,0
test,85,codecontest,Failed,0,0,0,0
test,86,codecontest,Failed,0,0,0,0
test,87,codecontest,Failed,0,0,0,0
test,88,codecontest,Failed,0,0,0,0
test,89,codecontest,Failed,0,0,0,0
test,90,codecontest,Failed,0,0,0,0
test,91,codecontest,Failed,0,0,0,0
test,92,codecontest,Failed,0,0,0,0
test,93,codecontest,Failed,0,0,0,0
test,94,codecontest,Failed,0,0,0,0
test,95,codecontest,Failed,0,0,0,0
test,96,codecontest,Failed,0,0,0,0
test,97,codecontest,Failed,0,0,0,0
test,98,codecontest,Failed,0,0,0,0
test,99,codecontest,Failed,0,0,0,0
test,100,codecontest,Failed,0,0,0,0
test,101,codecontest,Failed,0,0,0,0
test,102,codecontest,Failed,0,0,0,0
test,103,codecontest,Failed,0,0,0,0
test,104,codecontest,Failed,0,0,0,0
test,105,codecontest,Failed,0,0,0,0
test,106,codecontest,Failed,0,0,0,0
test,107,codecontest,Failed,0,0,0,0
test,108,codecontest,Failed,0,0,0,0
test,109,codecontest,Failed,0,0,0,0
test,110,codecontest,Failed,0,0,0,0
test,111,codecontest,Failed,0,0,0,0
test,112,codecontest,Failed,0,0,0,0
test,113,codecontest,Failed,0,0,0,0
test,114,codecontest,Failed,0,0,0,0
test,115,codecontest,Failed,0,0,0,0
test,116,codecontest,Failed,0,0,0,0
test,117,codecontest,Failed,0,0,0,0
test,118,codecontest,Failed,0,0,0,0
test,119,codecontest,Failed,0,0,0,0
test,120,codecontest,Failed,0,0,0,0
test,121,codecontest,Failed,0,0,0,0
test,122,codecontest,Failed,0,0,0,0
test,123,codecontest,Failed,0,0,0,0
test,124,codecontest,Failed,0,0,0,0
test,125,codecontest,Failed,0,0,0,0
test,126,codecontest,Failed,0,0,0,0
test,127,codecontest,Failed,0,0,0,0
test,128,codecontest,Failed,0,0,0,0
test,129,codecontest,Failed,0,0,0,0
test,130,codecontest,Failed,0,0,0,0
test,131,codecontest,Failed,0,0,0,0
test,132,codecontest,Failed,0,0,0,0
test,133,codecontest,Failed,0,0,0,0
test,134,codecontest,Failed,0,0,0,0
test,135,codecontest,Failed,0,0,0,0
test,136,codecontest,Failed,0,0,0,0
test,137,codecontest,Failed,0,0,0,0
test,138,codecontest,Failed,0,0,0,0
test,139,codecontest,Failed,0,0,0,0
test,140,codecontest,Failed,0,0,0,0
test,141,codecontest,Failed,0,0,0,0
test,142,codecontest,Failed,0,0,0,0
test,143,codecontest,Failed,0,0,0,0
test,144,codecontest,Failed,0,0,0,0
test,145,codecontest,Failed,0,0,0,0
test,146,codecontest,Failed,0,0,0,0
test,147,codecontest,Failed,0,0,0,0
test,148,codecontest,Failed,0,0,0,0
test,149,codecontest,Failed,0,0,0,0
test,150,codecontest,Failed,0,0,0,0
test,151,codecontest,Failed,0,0,0,0
test,152,codecontest,Failed,0,0,0,0
test,153,codecontest,Failed,0,0,0,0
test,154,codecontest,Failed,0,0,0,0
test,155,codecontest,Failed,0,0,0,0
test,156,codecontest,Failed,0,0,0,0
test,157,codecontest,Failed,0,0,0,0
test,158,codecontest,Failed,0,0,0,0
test,159,codecontest,Failed,0,0,0,0
test,160,codecontest,Failed,0,0,0,0
test,161,codecontest,Failed,0,0,0,0
test,162,codecontest,Failed,0,0,0,0
test,163,codecontest,Failed,0,0,0,0
test,164,codecontest,Failed,0,0,0,0
